timestamp,device_id,device_name,device_type,P1_FCV01D,P1_FCV01Z,P1_FCV02D,P1_FCV02Z,P1_FCV03D,P1_FCV03Z,P1_FT01,P1_FT01Z,P1_FT02,P1_FT02Z,P1_FT03,P1_FT03Z,P1_LCV01D,P1_LCV01Z,P1_LIT01,P1_PCV01D,P1_PCV01Z,P1_PCV02D,P1_PCV02Z,P1_PIT01,P1_PIT01_HH,P1_PIT02,P1_PP01AD,P1_PP01AR,P1_PP01BD,P1_PP01BR,P1_PP02D,P1_PP02R,P1_PP04,P1_PP04D,P1_PP04SP,P1_SOL01D,P1_SOL03D,P1_STSP,P1_TIT01,P1_TIT02,P1_TIT03,P2_24Vdc,P2_ATSW_Lamp,P2_AutoGO,P2_AutoSD,P2_Emerg,P2_MASW,P2_MASW_Lamp,P2_ManualGO,P2_ManualSD,P2_OnOff,P2_RTR,P2_SCO,P2_SCST,P2_SIT01,P2_TripEx,P2_VIBTR01,P2_VIBTR02,P2_VIBTR03,P2_VIBTR04,P2_VT01,P2_VTR01,P2_VTR02,P2_VTR03,P2_VTR04,P3_FIT01,P3_LCP01D,P3_LCV01D,P3_LH01,P3_LIT01,P3_LL01,P3_PIT01,P4_HT_FD,P4_HT_PO,P4_HT_PS,P4_LD,P4_ST_FD,P4_ST_GOV,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01,x1001_05_SETPOINT_OUT,x1001_15_ASSIGN_OUT,x1002_07_SETPOINT_OUT,x1002_08_SETPOINT_OUT,x1003_10_SETPOINT_OUT,x1003_18_SETPOINT_OUT,x1003_24_SUM_OUT
2022-08-12 16:20:10,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,22.05408,21.94366,15,12.42981,52.3279,53.06396,64.69727,330.89838,509.68167,1455.75,238.07526,981.37659,18.78444,18.60199,349.9057,25.54023,25.71259,12,11.68976,0.92178,524320,1.4093,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.44409,27.4682,28.03341,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.58453,919,1,7.2939,-2.508,10.1521,-0.8961,11.94251,50,50,50,50,30,10768,-144,70,17796,30,2482,-0.00029,0.05423,7.94045,357.81976,-0.00181,18669,356.15594,339.71716,20.16145,9913,27279,0.05148,1.05572,348.79922,982.02313,1478.45508,26.47805,30.33163
2022-08-12 16:20:11,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,22.12038,21.97418,15,12.42981,52.42965,53.01056,65.46022,336.85709,507.01138,1439.39258,237.50301,981.81158,18.75853,18.60199,349.95679,25.60956,25.70496,12,11.68976,0.92255,524320,1.4093,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.09534,36.44409,27.4682,28.03693,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.51447,920,1,6.4672,-2.9885,9.6535,-1.0093,11.97252,50,50,50,50,29,10224,-144,70,17699,30,2101,-0.00029,0.05423,7.94045,358.39844,-0.00029,18727,357.15063,340.98309,20.16145,9913,27271,0.05148,1.05755,348.79922,982.02313,1455.75,26.47805,30.3652
2022-08-12 16:20:12,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,22.00684,22.01996,15,12.42981,52.41396,52.97241,64.88796,340.82953,506.82068,1435.97461,237.50301,980.50684,18.80152,18.60199,350.11014,25.72631,25.71259,12,11.68976,0.92407,524320,1.4093,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.44409,27.4682,28.04723,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.4444,919,1,7.1878,-3.3079,10.1112,-0.9772,11.93223,50,50,50,50,29,9704,-144,70,17632,30,1626,-0.00029,0.05423,7.94045,359.39307,0.00043,18828,359.75482,342.73724,20.16145,9913,27279,0.05148,1.06762,348.79922,982.02313,1439.39258,26.47805,30.3652
2022-08-12 16:20:13,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,22.00684,22.01996,15,12.42981,52.46961,53.05634,64.69727,337.84998,508.53729,1435.73047,237.50301,980.50684,18.77934,18.60199,350.26352,25.72631,25.71259,12,11.68976,0.92407,524320,1.41159,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.44409,27.4682,28.03601,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.58466,918,1,7.2726,-2.6138,9.9029,-0.6626,12.00586,50,50,50,50,29,9224,-144,70,17572,30,1379,-7e-05,0.05423,7.94045,358.70587,0.00072,18933,360.02606,344.09363,20.16145,9913,27272,0.05148,1.06762,348.79922,982.02313,1435.97461,26.47805,30.3694
2022-08-12 16:20:14,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.81324,21.94366,15,12.42981,52.47567,53.04108,64.12508,336.85709,511.58905,1437.92773,237.88448,980.50684,18.75632,18.60199,350.46796,25.79744,25.78888,12,11.68976,0.92484,524320,1.41159,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.45935,27.4682,28.03862,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.44507,918,1,6.5614,-2.7371,9.6102,-0.9275,12.00834,50,50,50,50,28,8760,-144,70,17557,30,1190,-0.00029,0.05423,7.94045,360.2431,0.00311,18967,360.38776,345.75739,20.16145,9913,27274,0.05148,1.06888,348.79922,982.02313,1435.73047,26.47805,30.39305
2022-08-12 16:20:15,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.5968,22.07336,15,12.42981,52.48174,53.05634,63.7436,333.87793,505.29477,1441.83398,237.3123,981.37659,18.68865,18.60199,350.67242,25.90309,25.79651,12,11.68976,0.92484,524320,1.41235,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.44409,27.4682,28.03862,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.44507,918,1,6.5614,-3.3668,9.6102,-0.9275,12.00834,50,50,50,50,28,8328,-144,70,17608,30,943,-7e-05,0.05423,7.94045,361.70795,7e-05,19045,361.63556,346.82434,20.16145,9913,27272,0.05148,1.07597,348.79922,982.02313,1437.92773,26.47805,30.39648
2022-08-12 16:20:16,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.3414,21.84448,15,12.42981,52.45127,53.05634,63.93431,331.89169,504.9133,1433.77734,237.88448,980.07202,18.70509,18.60199,350.51907,25.98407,25.79651,12,11.68976,0.92331,524320,1.41235,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.44409,27.4682,28.03257,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.48022,917,1,7.4066,-2.9497,10.0714,-0.7911,11.97218,50,50,50,50,28,7912,-144,70,17678,30,850,-7e-05,0.05423,7.94045,363.49829,-0.00051,19108,362.84723,347.72864,20.16145,9913,27270,0.05148,1.077,348.79922,982.02313,1441.83398,26.47805,30.40487
2022-08-12 16:20:17,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.27658,21.84448,15,12.42981,52.50865,53.05634,64.88796,332.88461,507.39285,1433.28906,236.74011,981.37659,18.67801,18.60199,350.72357,26.08138,25.79651,12,11.68976,0.92407,524320,1.41006,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.1106,36.45935,27.4682,28.0351,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.34015,917,1,6.8835,-2.5071,9.6768,-0.769,12.03662,50,50,50,50,28,7512,-144,70,17822,30,784,-0.0047,0.05423,7.94045,363.1004,0.00123,19140,364.96313,349.10303,20.16145,9913,27278,0.05148,1.08639,348.79922,982.02313,1433.77734,26.47805,30.42776
2022-08-12 16:20:18,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.10015,21.36383,15,12.42981,52.46167,53.05634,64.69727,337.84998,490.60818,1436.46289,237.3123,978.76746,18.7473,18.60199,350.62134,26.19153,25.79651,12,11.68976,0.92255,524320,1.42303,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.44409,27.4682,28.03432,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.33966,916,1,6.5087,-3.1579,9.7365,-1.1072,11.95014,50,50,50,50,28,7128,448,70,17814,30,707,-0.00854,1.55527,7.94045,363.17279,0.00521,18930,352.28589,346.31799,20.16145,9913,27271,0.05148,1.08971,348.79922,982.02313,1433.28906,26.47805,30.43882
2022-08-12 16:20:19,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.84274,20.90606,15,12.42981,52.57384,53.05634,64.50648,336.85709,470.39032,1411.29688,237.3123,980.07202,18.71661,18.60199,350.87689,26.29812,25.79651,12,11.68976,0.92407,524320,1.43677,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.12585,36.4746,27.4682,28.03686,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.51495,918,1,7.2832,-3.2517,10.1415,-0.943,11.94315,50,50,50,50,29,6776,1424,70,17910,30,641,-0.00644,6.43808,7.94045,366.64496,0.00174,18852,347.43921,344.25635,20.16145,9913,27275,0.05148,1.09131,348.79922,982.02313,1436.46289,26.47805,30.44416
2022-08-12 16:20:20,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.37633,20.89081,15,12.42981,52.53207,53.05634,64.12508,335.86374,474.77722,1377.49268,236.74011,980.07202,18.67573,18.60962,350.87689,26.3821,25.78888,12,11.68976,0.92407,524320,1.43829,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.4746,27.4682,28.03686,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.51495,918,1,7.2832,-2.5549,10.1415,-0.943,11.94315,50,50,50,50,29,6440,2416,70,17923,30,587,-0.00441,10.10925,7.94045,365.52374,0.00123,18719,339.60864,342.01392,20.16145,9913,27272,0.05148,1.08089,348.79922,982.02313,1411.29688,26.47805,30.40945
2022-08-12 16:20:21,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.05511,20.89081,15,12.42981,52.53987,53.05634,64.31578,333.87793,466.19412,1384.82751,237.50301,978.76746,18.72863,18.60199,350.87689,26.41105,25.78888,12,11.68976,0.92636,524320,1.44135,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.4746,27.4682,28.03862,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.5498,919,1,6.4793,-2.9196,9.6394,-1.0016,11.98597,50,50,50,50,29,6112,3264,70,17883,30,518,-0.00318,14.4314,7.94045,368.01941,-0.00087,18696,333.85779,340.60327,20.16145,9913,27281,0.05148,1.07472,348.79922,982.02313,1377.49268,26.47805,30.38885
2022-08-12 16:20:22,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,21.07939,20.89081,15,12.42981,52.60247,53.05634,65.46022,334.87082,469.24588,1370.47656,237.88448,980.50684,18.66259,18.60199,351.08136,26.445,26.42212,12,11.68976,0.93018,524320,1.43982,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.15637,36.4746,27.4682,28.03949,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.54962,919,1,7.1386,-3.3189,10.1229,-0.9983,11.92455,50,50,50,50,29,5808,4080,70,17845,30,455,-0.00203,17.66852,7.94045,368.27252,-0.00072,18556,329.26434,338.4693,20.16145,9913,27276,0.05148,1.06876,348.79922,982.02313,1384.82751,26.47805,30.36901
2022-08-12 16:20:23,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.79329,20.89081,15,12.42981,52.54244,53.05634,67.36754,340.82953,468.67371,1375.5791,237.50301,981.37659,18.59161,18.60199,351.13251,26.46791,26.91803,12,11.68976,0.9462,524320,1.44287,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.4746,27.4682,28.03946,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.44476,919,1,7.2883,-2.6566,9.9243,-0.6876,12.00333,50,50,50,50,29,5512,4848,70,17808,30,397,-0.0008,20.76099,7.94045,369.14062,0.00094,18417,323.65808,336.28113,20.16145,9916,27281,0.05148,1.0651,348.79922,982.02313,1370.47656,26.47805,30.35681
2022-08-12 16:20:24,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.60997,20.89081,15,12.42981,52.51197,53.05634,66.41388,350.76031,469.24588,1374.62244,237.88448,980.50684,18.61223,18.60199,351.28586,26.43386,26.93329,12,11.68976,0.95078,524320,1.44058,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.4746,27.4682,28.03946,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.44476,919,1,7.2883,-2.6566,9.9243,-0.6876,12.00333,50,50,50,50,29,5232,5552,70,17753,30,367,-0.00036,24.3598,7.94045,369.03217,-0.0008,18293,322.60925,334.47266,20.16145,9920,27278,0.05148,1.05904,348.79922,982.02313,1375.5791,26.47805,30.33659
2022-08-12 16:20:25,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.38546,20.89081,15,12.42981,52.55109,53.05634,66.41388,345.79492,471.72546,1375.5791,237.88448,981.37659,18.54827,18.60199,351.59253,26.43744,26.87225,12,11.68976,0.95459,524320,1.44135,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.17162,36.48986,27.4682,28.03601,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.44489,919,1,6.9562,-3.3709,10.0416,-1.0876,11.92516,50,50,50,50,29,4976,6208,70,17747,30,320,0.00014,27.05438,7.94045,370.13525,-0.0008,18242,320.33057,333.35144,20.16145,9933,27272,0.05148,1.0524,348.79922,982.02313,1374.62244,26.47805,30.31446
2022-08-12 16:20:26,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.09085,20.89081,15,12.42981,52.52063,53.05634,66.98606,345.79492,473.44208,1379.72498,236.93082,981.37659,18.49035,18.60199,351.74588,26.43669,26.86462,12,11.68976,0.95612,524320,1.44135,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.4746,27.4682,28.03689,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.4798,920,1,7.3949,-2.7965,10.0345,-0.7248,11.98678,50,50,50,50,29,4728,6816,70,17708,30,283,0.00065,29.58624,7.94045,371.50964,-0.00094,18165,318.37744,331.86847,20.16145,9940,27280,0.05148,1.04576,348.79922,982.02313,1375.5791,26.47805,30.29234
2022-08-12 16:20:27,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,19.8479,20.89081,15,12.42981,52.52321,53.05634,67.17683,348.77408,474.58646,1382.59521,236.93082,979.20227,18.54456,18.60199,351.84814,26.44274,26.89514,12,11.68976,0.95688,524320,1.44211,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.15637,36.48986,27.4682,28.03601,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.58478,919,1,6.6864,-2.6184,9.6448,-0.8558,12.02199,50,50,50,50,29,4488,7360,70,17701,30,245,0.00087,31.97339,7.94045,372.37775,0.00101,18056,317.03918,330.36749,20.16145,9933,27278,0.05148,1.04221,348.79922,982.02313,1379.72498,26.47805,30.28051
2022-08-12 16:20:28,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,19.58954,20.89081,15,12.42981,52.61712,53.05634,68.13049,349.76736,470.39032,1384.50854,238.26596,979.20227,18.52619,18.60199,352.25708,26.46493,26.91803,12,11.68976,0.95993,524320,1.44287,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.48986,27.4682,28.03689,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.37476,918,1,6.7883,-2.6184,9.9646,-1.108,11.9236,50,50,50,50,29,4264,7360,70,17701,30,208,0.00109,34.74036,7.94045,372.99261,0.00043,18056,316.73175,328.93878,20.16145,9933,27278,0.05148,1.03603,348.79922,982.02313,1382.59521,26.47805,30.25991
2022-08-12 16:20:29,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,19.49213,20.37201,15,12.42981,52.6284,53.05634,66.60458,354.73276,459.51843,1377.49268,236.93082,982.2464,18.33284,18.60199,352.30817,26.50479,26.85699,12,11.68976,0.95917,524320,1.44745,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.15637,36.50513,27.4682,28.03689,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.37476,918,1,6.7883,-2.9642,9.9646,-1.108,11.9236,50,50,50,50,29,4264,7888,70,17587,30,208,0.00109,34.74036,7.94045,372.99261,0.00043,17973,316.73175,328.93878,20.16145,9940,27280,0.05148,1.03443,348.79922,982.02313,1384.50854,26.47805,30.25457
2022-08-12 16:20:30,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,19.55447,19.50989,15,12.42981,52.51183,53.05634,67.55824,346.78784,431.09891,1359.31482,237.1216,979.20227,18.43234,18.60199,352.6149,26.51833,26.85699,12,11.68976,0.96069,524320,1.46805,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.15637,36.48986,27.4682,28.03777,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.31311,919,1,6.835,-2.5345,9.6749,-0.8045,12.03421,50,50,50,50,29,4048,8336,70,17485,30,156,0.00109,36.78387,7.94045,372.64899,-0.00036,17925,315.39349,328.17926,20.16145,9933,27278,0.05148,1.03191,348.79922,982.02313,1377.49268,26.47805,30.24618
2022-08-12 16:20:31,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,20.0894,19.38019,15,12.42981,52.63879,53.05634,68.13049,351.75323,428.61935,1311.79736,237.88448,979.63727,18.35961,18.60199,352.6149,26.52687,26.85699,12,11.68976,0.95993,524320,1.47491,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.17162,36.50513,27.4682,28.03774,1,1,119.04872,0,0,0,0,12.92742,1,2880,54776,720.51495,919,1,6.6144,-3.2606,9.8334,-1.1315,11.92858,50,50,50,50,29,3840,8784,70,17496,30,134,0.00137,38.68268,7.94045,371.58203,0.00043,17863,314.85101,326.94952,20.16145,9936,27278,0.05148,1.02814,348.79922,982.02313,1359.31482,26.47805,30.23359
2022-08-12 16:20:32,hai-testbed-01,HAI 23.05 industrial testbed,industrial_control_system,19.94142,19.34967,15,12.42981,52.63181,53.05634,68.3212,354.73276,427.85638,1307.65161,237.50301,981.37659,18.28082,18.60962,352.76825,26.54297,26.85699,12,11.68976,0.96069,524320,1.47415,0,0,1,1,1,1,0,0,27.48882,524320,524320,1,32.14111,36.52039,27.4682,28.03517,1,1,119.04872,0,0,0,0,12.92742,1,2880,54777,720.51489,919,1,7.4206,-3.133,10.157,-0.8994,11.95041,50,50,50,50,29,3656,9152,70,17349,30,106,0.00109,40.90717,7.94045,375.70532,-0.0008,17891,316.96692,327.13037,20.16145,9939,27283,0.05148,1.02402,348.79922,982.02313,1311.79736,26.47805,30.21986
